,Layout_x,Layout_y
0,0.0,0.0
3,182.75436585011445,450.32882829432464
4,431.3092568402708,302.0994334244666
5,608.52532407683,302.0994334244666
6,602.0616457865891,538.7924466938264
7,197.87335543366737,617.0309185039802
