,Layout_x,Layout_y
0,0.0,0.0
1,187.70078984418092,255.20865180156807
3,223.26189139168702,479.0153591475707
4,496.37993253501605,233.97565998576982
5,575.0432512098321,565.4487574679615
6,627.4874234545159,144.02643094773745
7,217.1060730871227,624.3854952945053
