,Layout_x,Layout_y
0,0.0,0.0
1,549.7839181269396,443.39752599201483
2,575.2415201486789,182.33614677813787
4,126.62868593350002,583.2108462706622
5,566.5368925950029,611.233254520532
7,172.4469127172497,462.292943199264
