,Layout_x,Layout_y
0,0.0,0.0
1,141.40458242452686,250.39404972429162
2,140.8943378866696,617.6939788147508
4,561.4771569930733,317.39314070260946
5,212.90607000560595,448.9539566885521
6,566.4599362640743,146.2822814248396
7,576.429006737111,610.304630876736
