,Layout_x,Layout_y
0,0.0,0.0
2,609.54437668648,315.2078456824962
3,129.984090515697,315.2078456824962
4,129.984090515697,562.2720127792695
5,625.3064823263736,161.9675099107907
7,451.87791369457756,625.0417667025665
