,Layout_x,Layout_y
0,0.0,0.0
2,456.06112219371477,617.6939788147508
3,628.6832626999847,573.7941379330416
4,561.4771569930733,315.254639673396
5,610.0408362267209,143.62605961448787
6,238.2213363668785,629.9557919076619
7,164.73826887269684,303.8796994014551
