,Layout_x,Layout_y
0,0.0,0.0
1,617.5342252064261,147.8594958890833
2,375.9732259730736,566.0320789891364
3,179.19827782326914,295.89244169299576
4,458.689252379816,234.58575639584387
5,127.78269594902856,449.00348649453036
7,191.20929932729297,624.3854952945053
