,Layout_x,Layout_y
0,0.0,0.0
1,128.15707258382707,425.4677970938026
3,622.7646733083043,619.8075414875168
4,546.9630489793988,419.2682395933907
5,143.82392226346246,246.87405330479737
6,569.7635949043206,158.38009241750905
7,157.52919752763913,628.628257055695
